;sentiment;text
9813;-1;@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?
10689;0;@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?
1103;1;@united Great! I'm ready to go home.
5815;1;@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!
4050;1;@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!
353;-1;@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well
10482;0;@USAirways can you DM me please?
6502;1;@SouthwestAir About time...and just in time for my next flight Thursday.
5516;0;"@SouthwestAir $192 rndtrp 4/30-5/5 ""@DJQ_KC: RT @djimpact: If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight"""
10390;1;@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :)
3440;1;@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
7090;1;“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow
5655;0;@SouthwestAir  I will dm you now
2235;0;@united is there another airport closer to Calgary we can fly out of tomorrow.
4624;1;@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH
5849;1;@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.
5794;-1;@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM
9122;-1;@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online
5562;-1;@SouthwestAir Your wifi stinks. I'm not mad, but i wouldn't hate it if i got my money refunded.
7896;0;@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF
4576;1;@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :)
5702;1;@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU
9194;-1;@USAirways terrible service
11115;0;@USAirways @AmericanAir when is US Air switching to AA iOS app? AA app is much better.
9385;-1;@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would.
12150;0;@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.
9949;-1;@USAirways flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago.  Sitting in airport, wondering#irritated
11909;1;@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
8160;0;@JetBlue - I look forward to getting this resolved. I will be in touch.
5213;1;@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!
12871;0;@AmericanAir boom. http://t.co/PzGc6Jch7n
2893;1;"@united appreciate the sentiment and you were able to get me off the ground;still missed connection"
12542;0;"@AmericanAir and btwn gate a8 &amp; a15 I lost a diamond earring #dayjustgotWORSE! Pls have maintenance look for it!! http://t.co/UieSR3GHHO"
7557;1;@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG
8273;1;@JetBlue Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler.
9990;-1;@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR
6059;0;@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????
13869;-1;@AmericanAir @DuaneNClark  ever think about being prepared and bringing in more people? Does anyone have any business sense at AA?
3083;0;@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
1682;0;@united +the plane.
5443;0;@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc
13356;-1;@AmericanAir can't get thru to anyone on phone
2307;-1;@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2
10838;0;@USAirways oh they saw it and said nothing.
5536;-1;@SouthwestAir http://t.co/tTXRSyNLxr doesn't work on my flight. Just fyi.
3531;1;@united OMG THANK U😻😻😻
8871;1;@JetBlue thank you. Just sent msg.
12090;-1;@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now
11459;-1;@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs
7890;1;@JetBlue word thanks
5037;-1;@SouthwestAir plane switch on 636 meant A= back of plane #disappointed
6638;0;@SouthwestAir Already rebooked for tomorrow. Fingers crossed!
9433;-1;"@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA"
3596;0;@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.
12311;0;@AmericanAir Connection is US2065
6657;1;@SouthwestAir about time! Thank you!
8092;1;@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love
13574;-1;"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume."""
6043;0;@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE
11814;-1;@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?
5653;-1;"@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human"
445;0;@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗
450;-1;@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........
2294;-1;@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.
13051;0;@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks
11601;1;@USAirways Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight
13206;-1;@AmericanAir you have said the same thing to me over and over again but phrased differently. How about some actual help?
4901;1;@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!
9782;-1;@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
6090;1;Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!
373;0;"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift"
7143;0;They didnt just tweet this... Nah. RT “@JetBlue: Our fleet's on fleek. http://t.co/1yLn1Gx4QX”
8920;-1;@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue
1719;0;@united I'll be calling tomorrow
7978;1;@JetBlue thanks!
8237;1;@JetBlue thanks so much!! ❤️✨ very relaxing flight!
6510;0;@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol 😜✈️
4057;1;@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job
11289;-1;@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing
13446;1;@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u
9485;0;@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE
12003;1;@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
480;1;.@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience
14104;1;@AmericanAir DONE!! thank you so much!!
3949;-1;@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
11529;0;@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats)
11456;-1;@USAirways that link is broken. But if it's the online baggage locator, I already tried it and it gave me no useful information.
4825;0;@SouthwestAir yes, please #companionpass
13942;1;@AmericanAir thank you for the update!
6108;0;"@SouthwestAir I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!"
3434;1;@united #OrthoDoc on-call to in-flight! Glad to have been of service!
9272;-1;@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4
6113;-1;@SouthwestAir Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out
3983;-1;@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou
5149;1;@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.
3766;0;@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?
7620;0;"@JetBlue hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart."
41;-1;@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?
11442;-1;@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?
14290;-1;@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines
853;0;@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes
2426;-1;"@United Right now at Tropic Air in San Pedro, #Belize. Line out the door. All due to elected &amp; appointed hacks http://t.co/kKEDjNRTWo”"
4692;1;@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.
1634;1;@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure
10700;1;@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided
9729;0;@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great.
3437;-1;@united really hoping to get some help here.  On my 5th attempt to get a resolution, and lost count of transfers.  help please! #mileageplus
11074;1;@USAirways yes, it's a domestic flight. Thank you!
5675;-1;@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.
12369;0;I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference
6873;0;@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG
8483;1;@JetBlue wow you guys answer people wow you care I love jet blue
5958;1;"@SouthwestAir is really stepping up their ""service""🐩 http://t.co/VQTyza6Mzu"
3730;1;@united Just did, thanks for checking! :)
5601;0;@SouthwestAir can one use a companion pass w/ a points Flight Booking Problems or is it only cash fares? Thx!
614;-1;@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!
6184;1;@SouthwestAir love..luv the addition of the passbook option.
3567;-1;@united get a clue. I am a 1K/2mm miler and that is the response you give?
6380;0;@SouthwestAir I need some help with a reservation
7634;-1;@JetBlue I travel for business twice a week and after the @AmericanAir fiasco, I'll be flying blue more often. Thanks.
11799;1;@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :)
402;0;"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
3589;-1;@united 2 hour flight from FLL to Ewr, 1242, now waiting 1 hour plus for bags, no sign yet. What gives????
4453;1;@SouthwestAir ok thank you  i hope  so too
3770;1;@united sweet, follow back and I'll get the dm off
1105;0;@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?
14085;0;@AmericanAir Yo, could that be a catering truck before mine eyes?  Unmoving? http://t.co/ASW6QwUf1Z
11193;-1;@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.
8211;1;@JetBlue I LOVE JET BLUE!
3282;1;@united Thank you for the Delta transfer. Will my bags go too?
4782;0;@SouthwestAir   Are flights going into Dallas this morning?   Thanks
5473;0;@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out
111;1;@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare
10227;-1;@USAirways @AmericanAir working for me. Tight cx @Mia so they're delaying our flight. Twice. In 20 secs @jabevan221 http://t.co/G3Uy6w28QH
10329;1;@USAirways ok thank you! Very helpful! This is why you're my favorite airline!
8852;0;@JetBlue Airways Adds New Charter #Flight to Cuba - #Travel Wires (blog) http://t.co/Swb1gR57Cc
13470;-1;@AmericanAir cannot provide us alternative flight until 36 hours Late Flightr ruining our trip! #Cancelled Flightled #angry #problems #ruined.
2295;0;@united - any way to get a message to an international flight gate at EWR?      Road conditions are horrible trying to get to flight ...
3839;1;@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS
6898;-1;@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane
3566;1;@united yes, Thx! At 10:35 (landed at 9:20).
6191;1;@SouthwestAir amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!
612;0;@united thanks for the info I already knew...
3499;-1;@united thx. Come hell or high water...
7888;1;@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood
12663;0;@AmericanAir yes....twice...for two different flights and occasions
4501;-1;"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear"
12118;-1;@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take
2130;1;"@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy)"
13833;0;@AmericanAir Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2
7183;0;@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!
1373;0;@united In Ethiopia adopting a child.  Need flight home from ADD to GRR Late Flight 2/27 or very early 2/28. (need to change existing reservation)
14222;-1;@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta
5014;1;"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!"
4198;1;@united Sure did! Only waited about 15min. Yay!
7895;0;@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG
1588;0;@united I did. they told us the wrong carousel number.
14391;1;@AmericanAir AA2416 on time and awesome flight. Great job American!
14115;-1;@AmericanAir OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK
7144;1;@JetBlue lmfao, i love it
7051;0;@JetBlue why bro
13432;-1;@AmericanAir it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text, no email, no love...
3254;-1;@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother
3487;0;"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments"""
3551;0;@united I want a hotel room and a whiskey.
13615;0;@AmericanAir airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego
7215;1;@JetBlue it was booked through work but added upgrade on seat. Need the upgrade receipt.
9506;-1;@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced.
12159;1;@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier
8396;1;@JetBlue okay awesome! Thank you!
4588;0;@SouthwestAir opened online applications for Fall 2015 intern positions throughout the company.  Apply via https://t.co/GmL7ot3IMH
4426;-1;"@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?"
548;0;@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations
843;1;@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
8490;0;"Currently on @JetBlue, my new robotic love-doll. Reminded heavily of @pattonoswalt's bit about them-hence an excuse to say ""huxleyesque."""
7116;-1;Why @JetBlue let someone from black Twitter in their multimedia department?
11689;-1;@USAirways 8 weeks to refund this ticket - 0372389047497?!? - totally unacceptable.  Fix this or I'll put it on blast on social media and TV
9285;-1;@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable
6616;-1;@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable
12636;1;@AmericanAir thanks to AA / DART for getting me home in time for work this morning DEN-DFW... didn't have to waste a vaca day @dartmedia
1201;0;@united please see dm!!
400;0;.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
12203;0;@AmericanAir can I get a free ticket to Hawaii for being fabulous
11395;-1;@USAirways you can't even track my bag to see where it is. It's like it's disappeared.
6585;0;@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?
4762;0;"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
2649;-1;@united I was on hold for over 20 minutes and was talking to one of your employees. I asked him for name or id # and he hung up in my face!
5546;0;@southwestair has posted flight schedule covering the date range of @_defcon_ 23
6345;0;@SouthwestAir when will you have flights for October 2015 available?
8714;1;@JetBlue yes! Announced we will take off. You're on it! Thank you!
8104;0;@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.
3646;0;@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.
1344;1;@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!
3699;1;@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)
10651;-1;@USAirways so you're not honoring miles with @united that were traveled last year?
7575;-1;@JetBlue I'm also a mosaic customer and fly jet blue ALOT....
7635;0;@JetBlue we are on flight 751 and were returning to the gate can you provide any information?
57;1;@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊
505;1;@united Thanks for taking care of that MR!! Happy customer.
5616;-1;@SouthwestAir yes but not with out an attitude and nasty comment
2315;-1;@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none
7365;-1;@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.
5282;0;@SouthwestAir Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.
9781;-1;@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service
994;1;@united thank you
1361;0;@united can you help me add my KTN to this reservation PLZ?
10440;-1;.@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER
4591;0;@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv
3113;1;@united maybe on my return trip 👍
436;1;@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!
1627;-1;@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever
3657;1;@united thnx
9750;-1;@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.
6170;1;@SouthwestAir @ PIT- Gate A1! Big shout out to the lady trying to track him down!
12091;1;@AmericanAir thanks!!
8581;1;@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍
2904;-1;@united cleaning a regional jet takes an hour?
6943;0;@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH
2028;-1;@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?
6705;0;@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?
113;1;@VirginAmerica Have a great week 🌞✈
9755;1;@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊
866;-1;@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat
4963;-1;@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney
7654;-1;@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was
7284;1;@JetBlue I do! The best airline wifi ever. Thank you!
12849;0;@AmericanAir No snow in St. Louis. Cold but no snow. Hub flights welcome.
8433;0;@JetBlue unveils new 'Bluemanity' livery - USA TODAY http://t.co/ueGgKN79zA
9313;-1;@USAirways great. I just called your fucking phone number and she hung up on me
2521;-1;@united his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.
10532;1;@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!
12949;0;@AmericanAir #AmericanAirlines on approach to mex.... http://t.co/se57dmjHiW
14624;-1;@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer.
8195;0;@JetBlue I'm so ready to see N598JB n N775JB on my Island but on a weekend to capture it
14451;-1;@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?
1900;0;@united can you get me to okc from Sacramento today. Dfw is now closed
5574;-1;@SouthwestAir okaaaaay UGH IM 8 MIN AWAY
3266;-1;@united an update on flight 5979 would be great!
3109;1;@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.
11862;1;@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday
1668;1;@united finally made it to rep, who solved my problem.
272;1;@VirginAmerica your inflight team makes the experience #amazing!
5612;-1;@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?
9374;0;@USAirways following you now
12760;1;@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!
2959;-1;"@united made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation!"
11861;-1;@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...
2504;0;@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!
2663;-1;@united Thanks for nothing. Next time I'll bring a whole extra suitcase for my 1 extra pound. That makes sense, right?
1727;1;@united thx off the response, finally got through the 45 min wait and talked to someone.
13504;1;"@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated."
616;-1;@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam
6905;0;@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29
8489;1;It really is nice, though. The snack fridge…that you can just get up and take stuff out, like a dorm common room, is genius. @JetBlue
8333;1;@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  👍👍
7997;0;@JetBlue do you know when the schedule for dec 2015 will be released?
13618;0;@AmericanAir what terminal LHR for aa5/BA1506? Doesn't say in boarding pass
323;1;@VirginAmerica How about some free drinks on the flight back for the free promo?
3752;1;@united thank you!
9559;1;@USAirways Thanks for the information!
5846;0;@SouthwestAir to the rescue. Sundown in Chicago. Next stop San Antonio! http://t.co/rQBpmwETtq
3142;1;@united nawww. United is my fave airline.
11233;-1;"@USAirways plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for @jabevan221 's 40th #GTH239"
5755;1;@SouthwestAir was fantastic! That's the best flight service I've ever had.
4171;0;@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.
5052;0;"@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?"
6974;0;“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh
11181;1;@USAirways #tbt every day.
2866;1;@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.
138;1;@VirginAmerica always!!! Xoxo
1521;-1;@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent
3074;0;@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight
12519;0;@AmericanAir yes. No one is answering and I'm on a train
6488;1;@SouthwestAir El Paso deals....May❤❤❤😍🌏
11619;-1;@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP
2841;0;@united Old school ride home to LAX from Houston #flyingRetro http://t.co/6asuwx3Kv0
12464;0;@AmericanAir Ps, I was right.
12338;0;@AmericanAir and is there a delay on our connection to pns?
10779;1;@USAirways Yes thank you. Appreciate u checking...
13965;1;@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed
13193;-1;@AmericanAir literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.
4964;1;@SouthwestAir My Fav!!!!
2812;0;@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?
12049;-1;@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW
7075;0;“@JetBlue: Our fleet's on fleek. http://t.co/jm4GeyXbY5”LOL
8745;0;@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E
5451;1;@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!
3831;-1;@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP
6613;-1;@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport
13113;-1;@AmericanAir When will callers from the East Coast be able to speak to an actual human for reservation support? All agents busy call Late Flightr..
6124;0;@SouthwestAir #DestinationDragons Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!
13169;0;Yessir RT “@AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”
3851;-1;.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies
5438;0;@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling
10412;-1;@USAirways @usairways -Really? U land me in Philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,
5106;-1;@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???
7124;1;@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets
2482;1;"@united oh, the Wi-Fi router is on top of the fuselage! ;)"
198;-1;@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better
10636;0;@USAirways International
5966;0;@SouthwestAir wouldn't it be awesome for my first time flying to be #DestinationDragons?!
14287;-1;@AmericanAir one of my luggage didn't made it onto my flight, hope it really gets here tomorrow, as I was told 😓😭
12842;-1;@AmericanAir yes I did but no response.
12197;1;@AmericanAir @dfwairport Guys, let it go. http://t.co/vOxcghciJi
6823;1;@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz
454;1;@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.
14011;0;@AmericanAir DM sent. Answer me please
8672;-1;@JetBlue you stood me up last night, but I'm giving you a second chance. I'm just a boy, tweeting an airline, asking them to fly him home.
8021;0;@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY
8748;0;@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.
6273;1;@SouthwestAir you're the best
11938;1;@AmericanAir thanks so much!
5130;0;@SouthwestAir I am just wondering when are you going to open up fares for November?
6780;0;@JetBlue Stop trying to make #fleek happen! #PointsMe
7161;0;@JetBlue I digg it!
1861;1;@united it was very comfortable, now waiting for our luggage
4552;1;@SouthwestAir beyond ready
4767;0;@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
3506;0;@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot
